GI,GenBank Accession,UniProt Accession,UniProt Entry ID
,ABJ54891.1,A0A0H2ZQ79,A0A0H2ZQ79_STRP2
,ABJ55463.1,A0A0H2ZQ82,A0A0H2ZQ82_STRP2
,ABJ55437.1,A0A0H2ZQ85,A0A0H2ZQ85_STRP2
,ABJ55468.1,A0A0H2ZQ87,A0A0H2ZQ87_STRP2
,ABJ55473.1,A0A0H2ZQ91,A0A0H2ZQ91_STRP2
,ABJ55450.1,A0A0H2ZQ94,A0A0H2ZQ94_STRP2
,ABJ54924.1,A0A0H2ZQ96,A0A0H2ZQ96_STRP2
,ABJ55457.1,A0A0H2ZQ99,A0A0H2ZQ99_STRP2
,ABJ54934.1,A0A0H2ZQA1,A0A0H2ZQA1_STRP2
,ABJ54948.1,A0A0H2ZQA9,A0A0H2ZQA9_STRP2
,ABJ55122.1,A0A0H2ZQB4,A0A0H2ZQB4_STRP2
,ABJ55140.1,A0A0H2ZQC3,A0A0H2ZQC3_STRP2
,ABJ54919.1,A0A0H2ZQC4,A0A0H2ZQC4_STRP2
,ABJ55151.1,A0A0H2ZQD0,A0A0H2ZQD0_STRP2
,ABJ55166.1,A0A0H2ZQE0,A0A0H2ZQE0_STRP2
,ABJ54950.1,A0A0H2ZQE1,A0A0H2ZQE1_STRP2
,ABJ55484.1,A0A0H2ZQE4,A0A0H2ZQE4_STRP2
,ABJ55171.1,A0A0H2ZQE9,A0A0H2ZQE9_STRP2
,ABJ55496.1,A0A0H2ZQF0,A0A0H2ZQF0_STRP2
,ABJ55035.1,A0A0H2ZQH7,A0A0H2ZQH7_STRP2
,ABJ55041.1,A0A0H2ZQI4,A0A0H2ZQI4_STRP2
,ABJ55208.1,A0A0H2ZQI7,A0A0H2ZQI7_STRP2
,ABJ54997.1,A0A0H2ZQJ0,A0A0H2ZQJ0_STRP2
,ABJ55214.1,A0A0H2ZQJ5,A0A0H2ZQJ5_STRP2
,ABJ55219.1,A0A0H2ZQK0,A0A0H2ZQK0_STRP2
,ABJ55012.1,A0A0H2ZQK4,A0A0H2ZQK4_STRP2
,ABJ55237.1,A0A0H2ZQM2,A0A0H2ZQM2_STRP2
,ABJ55086.1,A0A0H2ZQM6,A0A0H2ZQM6_STRP2
,ABJ55091.1,A0A0H2ZQN3,A0A0H2ZQN3_STRP2
,ABJ55103.1,A0A0H2ZQP5,A0A0H2ZQP5_STRP2
,ABJ55059.1,A0A0H2ZQQ0,A0A0H2ZQQ0_STRP2
,ABJ55262.1,A0A0H2ZQQ1,A0A0H2ZQQ1_STRP2
,ABJ55272.1,A0A0H2ZQR4,A0A0H2ZQR4_STRP2
,ABJ55076.1,A0A0H2ZQR8,A0A0H2ZQR8_STRP2
,ABJ55133.1,A0A0H2ZQS2,A0A0H2ZQS2_STRP2
,ABJ55093.1,A0A0H2ZQT1,A0A0H2ZQT1_STRP2
,ABJ55145.1,A0A0H2ZQT2,A0A0H2ZQT2_STRP2
,ABJ55106.1,A0A0H2ZQU2,A0A0H2ZQU2_STRP2
,ABJ55164.1,A0A0H2ZQU9,A0A0H2ZQU9_STRP2
,ABJ55117.1,A0A0H2ZQV6,A0A0H2ZQV6_STRP2
,ABJ55175.1,A0A0H2ZQW0,A0A0H2ZQW0_STRP2
,ABJ55326.1,A0A0H2ZQW9,A0A0H2ZQW9_STRP2
,ABJ55141.1,A0A0H2ZQX6,A0A0H2ZQX6_STRP2
,ABJ55338.1,A0A0H2ZQY4,A0A0H2ZQY4_STRP2
,ABJ55344.1,A0A0H2ZQZ1,A0A0H2ZQZ1_STRP2
,ABJ55207.1,A0A0H2ZQZ4,A0A0H2ZQZ4_STRP2
,ABJ55172.1,A0A0H2ZR10,A0A0H2ZR10_STRP2
,ABJ55183.1,A0A0H2ZR20,A0A0H2ZR20_STRP2
,ABJ55235.1,A0A0H2ZR23,A0A0H2ZR23_STRP2
,ABJ55209.1,A0A0H2ZR44,A0A0H2ZR44_STRP2
,ABJ55261.1,A0A0H2ZR49,A0A0H2ZR49_STRP2
,ABJ55408.1,A0A0H2ZR63,A0A0H2ZR63_STRP2
,ABJ55276.1,A0A0H2ZR68,A0A0H2ZR68_STRP2
,ABJ55414.1,A0A0H2ZR70,A0A0H2ZR70_STRP2
,ABJ55239.1,A0A0H2ZR72,A0A0H2ZR72_STRP2
,ABJ55287.1,A0A0H2ZR80,A0A0H2ZR80_STRP2
,ABJ55293.1,A0A0H2ZR88,A0A0H2ZR88_STRP2
,ABJ55445.1,A0A0H2ZRA5,A0A0H2ZRA5_STRP2
,ABJ55268.1,A0A0H2ZRA8,A0A0H2ZRA8_STRP2
,ABJ55283.1,A0A0H2ZRC7,A0A0H2ZRC7_STRP2
,ABJ55337.1,A0A0H2ZRE3,A0A0H2ZRE3_STRP2
,ABJ55295.1,A0A0H2ZRE4,A0A0H2ZRE4_STRP2
,ABJ55358.1,A0A0H2ZRG2,A0A0H2ZRG2_STRP2
,ABJ55381.1,A0A0H2ZRH2,A0A0H2ZRH2_STRP2
,ABJ55387.1,A0A0H2ZRH7,A0A0H2ZRH7_STRP2
,ABJ55412.1,A0A0H2ZRJ4,A0A0H2ZRJ4_STRP2
,ABJ55362.1,A0A0H2ZRK2,A0A0H2ZRK2_STRP2
,ABJ55376.1,A0A0H2ZRL6,A0A0H2ZRL6_STRP2
,ABJ55409.1,A0A0H2ZRP7,A0A0H2ZRP7_STRP2
,ABJ55420.1,A0A0H2ZRQ7,A0A0H2ZRQ7_STRP2
,ABJ55428.1,A0A0H2ZRR1,A0A0H2ZRR1_STRP2
,ABJ55461.1,A0A0H2ZRT4,A0A0H2ZRT4_STRP2
,ABJ55471.1,A0A0H2ZRU4,A0A0H2ZRU4_STRP2
,ABJ55515.1,A0A0H2ZRW0,A0A0H2ZRW0_STRP2
,AAD12155.1,O52776,REP_STRP2
,ABJ54786.1,Q04HS9,GREA_STRP2
,ABJ54678.1,Q04HT4,ATP6_STRP2
,ABJ53806.1,Q04HT5,ATPF_STRP2
,ABJ54439.1,Q04HT6,ATPD_STRP2
,ABJ54201.1,Q04HT8,ATPG_STRP2
,ABJ53856.1,Q04HU2,RLMH_STRP2
,ABJ54836.1,Q04HV1,RECF_STRP2
,ABJ54283.1,Q04HV7,ECFA1_STRP2
,ABJ55378.1,Q04HV8,ECFA2_STRP2
,ABJ55424.1,Q04HW3,RS2_STRP2
,ABJ54372.1,Q04HW4,EFTS_STRP2
,ABJ53631.1,Q04HX2,RL9_STRP2
,ABJ54265.1,Q04HY8,HSLO_STRP2
,ABJ55105.1,Q04HZ9,DLTC_STRP2
,ABJ55204.1,Q04I36,RL33_STRP2
,ABJ54359.1,Q04I37,RL32_STRP2
,ABJ54083.1,Q04I50,SYH_STRP2
,ABJ54944.1,Q04I77,DAPH_STRP2
,ABJ53880.1,Q04I78,DAPEL_STRP2
,ABJ54835.1,Q04I94,SYR_STRP2
,ABJ54127.1,Q04I96,MUTS_STRP2
,ABJ54189.1,Q04ID0,RNPA_STRP2
,ABJ55375.1,Q04IH6,RL34_STRP2
,ABJ54080.1,Q04IJ8,ASNA_STRP2
,ABJ54739.1,Q04IQ6,NTDP_STRP2
,ABJ54577.1,Q04IQ7,RECX_STRP2
,ABJ54892.1,Q04IS7,MURI_STRP2
,ABJ55336.1,Q04IT1,XERDL_STRP2
,ABJ54301.1,Q04IT2,SCPA_STRP2
,ABJ54926.1,Q04IT3,SCPB_STRP2
,ABJ54493.1,Q04IT5,YIDD_STRP2
,ABJ55134.1,Q04IY7,TRPC_STRP2
,ABJ54263.1,Q04IY8,TRPF_STRP2
,ABJ54918.1,Q04IY9,TRPB_STRP2
,ABJ53624.1,Q04IZ0,TRPA_STRP2
,ABJ54943.1,Q04J12,PRMA_STRP2
,ABJ54378.1,Q04J33,TMCAL_STRP2
,ABJ55165.1,Q04J36,RNY_STRP2
,ABJ54065.1,Q04J40,FMT_STRP2
,ABJ55026.1,Q04J60,NRDR_STRP2
,ABJ54175.1,Q04J64,DER_STRP2
,ABJ54171.1,Q04J73,ACPS_STRP2
,ABJ54303.1,Q04J97,RECR_STRP2
,ABJ53822.1,Q04JA5,SEPF_STRP2
,ABJ55446.1,Q04JE2,RS15_STRP2
,ABJ53689.1,Q04JI0,ENGB_STRP2
,ABJ53642.1,Q04JI2,Y1396_STRP2
,ABJ53810.1,Q04JI4,WHIA_STRP2
,ABJ54627.1,Q04JI5,FENR_STRP2
,ABJ53931.1,Q04JK7,SYN_STRP2
,ABJ55036.1,Q04JK8,RS6_STRP2
,ABJ55046.1,Q04JL0,RS18_STRP2
,ABJ55121.1,Q04JL5,PPAC_STRP2
,ABJ54933.1,Q04JM7,SYGA_STRP2
,ABJ54528.1,Q04JM8,SYGB_STRP2
,ABJ54406.1,Q04JP7,DEF_STRP2
,ABJ53981.1,Q04JT4,QUEA_STRP2
,ABJ55391.1,Q04JT6,RS21_STRP2
,ABJ54220.1,Q04JT8,LGT_STRP2
,ABJ54695.1,Q04JW0,POTA_STRP2
,ABJ53985.1,Q04JY5,MECA_STRP2
,ABJ55397.1,Q04JY7,KHSE_STRP2
,ABJ54946.1,Q04JZ3,RL10_STRP2
,ABJ54917.1,Q04JZ4,RL7_STRP2
,ABJ54060.1,Q04K26,RL31B_STRP2
,ABJ54481.1,Q04K32,RL19_STRP2
,ABJ55129.1,Q04K39,RSMG_STRP2
,ABJ54353.1,Q04K41,HTPX_STRP2
,ABJ54004.1,Q04K45,PYRR_STRP2
,ABJ54561.1,Q04K71,GUAC_STRP2
,ABJ55341.1,Q04K90,FTHS_STRP2
,ABJ54024.1,Q04KA7,TRUB_STRP2
,ABJ53756.1,Q04KB0,EX7L_STRP2
,ABJ54820.1,Q04KB1,EX7S_STRP2
,ABJ54186.1,Q04KC1,LACA_STRP2
,ABJ55425.1,Q04KC2,LACB_STRP2
,ABJ54335.1,Q04KC3,LACC_STRP2
,ABJ55017.1,Q04KE2,UNG_STRP2
,ABJ54460.1,Q04KF1,XERS_STRP2
,ABJ54779.1,Q04KG5,GLGA_STRP2
,ABJ53759.1,Q04KI2,RL27_STRP2
,ABJ55043.1,Q04KI4,RL21_STRP2
,ABJ54907.1,Q04KI6,Y987_STRP2
,ABJ54908.1,Q04KJ8,Y975_STRP2
,ABJ54336.1,Q04KL8,CAPP_STRP2
,ABJ55449.1,Q04KR4,RF1_STRP2
,ABJ55329.1,Q04KS4,CPFC_STRP2
,ABJ55379.1,Q04KU8,PRSA_STRP2
,ABJ54746.1,Q04KV3,SSRP_STRP2
,ABJ54640.1,Q04KW1,YBEY_STRP2
,ABJ54841.1,Q04KW7,RL20_STRP2
,ABJ54754.1,Q04KW8,RL35_STRP2
,ABJ53940.1,Q04KW9,IF3_STRP2
,ABJ55153.1,Q04KY0,RRF_STRP2
,ABJ54628.1,Q04KY8,YABA_STRP2
,ABJ54857.1,Q04KZ0,KTHY_STRP2
,ABJ54450.1,Q04KZ2,PROA_STRP2
,ABJ54341.1,Q04L01,AGUA_STRP2
,ABJ53760.1,Q04L55,PCP_STRP2
,ABJ54070.1,Q04L73,COAA_STRP2
,ABJ53976.1,Q04L74,RS20_STRP2
,ABJ55189.1,Q04L94,EZRA_STRP2
,ABJ55191.1,Q04LC5,TRMD_STRP2
,ABJ54545.1,Q04LC6,RIMM_STRP2
,ABJ54325.1,Q04LD0,RS16_STRP2
,ABJ54995.1,Q04LL3,RNZ_STRP2
,ABJ54000.1,Q04LP6,RL1_STRP2
,ABJ54012.1,Q04LP7,RL11_STRP2
,ABJ54051.1,Q04LV9,RBFA_STRP2
,ABJ54884.1,Q04LW0,IF2_STRP2
,ABJ54971.1,Q04LW4,RIMP_STRP2
,ABJ54794.1,Q04LY0,DNAK_STRP2
,ABJ55365.1,Q04LY1,GRPE_STRP2
,ABJ54962.1,Q04LZ9,RPOE_STRP2
,ABJ54143.1,Q04M37,RL28_STRP2
,ABJ55240.1,Q04M39,RF3_STRP2
,ABJ54141.1,Q04M40,GATC_STRP2
,ABJ54745.1,Q04M41,GATA_STRP2
,ABJ53922.1,Q04M42,GATB_STRP2
,ABJ54475.1,Q04M43,EFP_STRP2
,ABJ54523.1,Q04M45,NUSB_STRP2
,ABJ54824.1,Q04M75,MTLD_STRP2
,ABJ54095.1,Q04M95,GPSB_STRP2
,AAD10184.1,Q04MA2,Q04MA2_STRP2
,AAD10183.1,Q04MA3,Q04MA3_STRP2
,ABJ54495.1,Q04MC2,LUXS_STRP2
,ABJ53738.1,Q04MC7,RSMH_STRP2
,ABJ55401.1,Q04MF5,RS9_STRP2
,ABJ54142.1,Q04MH6,DPO3_STRP2
,ABJ55048.1,Q04MH7,EFG_STRP2
,ABJ55213.1,Q04MH8,RS7_STRP2
,ABJ54605.1,Q04MH9,RS12_STRP2
,ABJ55501.1,Q04MJ2,SYL_STRP2
,ABJ53743.1,Q04ML0,RL17_STRP2
,ABJ53737.1,Q04ML2,RS11_STRP2
,ABJ54343.1,Q04ML3,RS13_STRP2
,ABJ55413.1,Q04ML4,IF1_STRP2
,ABJ53681.1,Q04ML7,RL15_STRP2
,ABJ55032.1,Q04ML8,RL30_STRP2
,ABJ53791.1,Q04ML9,RS5_STRP2
,ABJ54167.1,Q04MM0,RL18_STRP2
,ABJ55236.1,Q04MM1,RL6_STRP2
,ABJ54001.1,Q04MM2,RS8_STRP2
,ABJ54607.1,Q04MM3,RS14_STRP2
,ABJ53730.1,Q04MM4,RL5_STRP2
,ABJ54346.1,Q04MM5,RL24_STRP2
,ABJ55322.1,Q04MM6,RL14_STRP2
,ABJ54151.1,Q04MM7,RS17_STRP2
,ABJ55234.1,Q04MM8,RL29_STRP2
,ABJ53923.1,Q04MM9,RL16_STRP2
,ABJ53698.1,Q04MN0,RS3_STRP2
,ABJ55492.1,Q04MN1,RL22_STRP2
,ABJ54408.1,Q04MN2,RS19_STRP2
,ABJ53934.1,Q04MN3,RL2_STRP2
,ABJ54126.1,Q04MN4,RL23_STRP2
,ABJ53662.1,Q04MN5,RL4_STRP2
,ABJ55021.1,Q04MN6,RL3_STRP2
,ABJ54959.1,Q04MN7,RS10_STRP2
,ABJ54115.1,Q04MP8,YQGF_STRP2
,ABJ55434.1,Q04MR3,RISB_STRP2
,ABJ54692.1,Q04MR4,MUTL_STRP2
,ABJ53608.1,Q04MU9,MNMG_STRP2
,ABJ55243.1,Q04MW6,ARLY_STRP2
,ABJ55429.1,Q04MY5,TRHO_STRP2
,ABJ54877.1,Q04MZ3,RS4_STRP2
,ABJ54486.1,Q04N25,PUR7_STRP2
,ABJ55486.1,Q04N32,RECO_STRP2
,ABJ55077.1,Q04N53,TILS_STRP2
,ABJ54693.1,Q04N64,ATPE_STRP2
,ABJ53652.1,Q04N79,EFTU_STRP2
,AAD10181.1,Q9ZIH6,Q9ZIH6_STRP2
,AAD10180.2,Q9ZIH8,Q9ZIH8_STRP2
,AAD10173.1,Q9ZII6,Q9ZII6_STRP2
,AAD10172.2,Q9ZII7,Q9ZII7_STRP2
,AAD10171.2,Q9ZII8,Q9ZII8_STRP2
,ABJ53610.1,A0A0H2ZKX1,A0A0H2ZKX1_STRP2
,ABJ53615.1,A0A0H2ZKX7,A0A0H2ZKX7_STRP2
,ABJ53621.1,A0A0H2ZKY1,A0A0H2ZKY1_STRP2
,ABJ53633.1,A0A0H2ZKZ2,A0A0H2ZKZ2_STRP2
,ABJ53646.1,A0A0H2ZL02,A0A0H2ZL02_STRP2
,ABJ53653.1,A0A0H2ZL07,A0A0H2ZL07_STRP2
,ABJ53666.1,A0A0H2ZL46,A0A0H2ZL46_STRP2
,ABJ53671.1,A0A0H2ZL49,A0A0H2ZL49_STRP2
,ABJ53677.1,A0A0H2ZL53,A0A0H2ZL53_STRP2
,ABJ53684.1,A0A0H2ZL58,A0A0H2ZL58_STRP2
,ABJ53690.1,A0A0H2ZL61,A0A0H2ZL61_STRP2
,ABJ53701.1,A0A0H2ZL68,A0A0H2ZL68_STRP2
,ABJ53708.1,A0A0H2ZL72,A0A0H2ZL72_STRP2
,ABJ53713.1,A0A0H2ZL78,A0A0H2ZL78_STRP2
,ABJ53723.1,A0A0H2ZL87,A0A0H2ZL87_STRP2
,ABJ53729.1,A0A0H2ZL92,A0A0H2ZL92_STRP2
,ABJ53735.1,A0A0H2ZL95,A0A0H2ZL95_STRP2
,ABJ53744.1,A0A0H2ZLA0,A0A0H2ZLA0_STRP2
,ABJ53609.1,A0A0H2ZLA1,A0A0H2ZLA1_STRP2
,ABJ53614.1,A0A0H2ZLA6,A0A0H2ZLA6_STRP2
,ABJ53754.1,A0A0H2ZLA9,A0A0H2ZLA9_STRP2
,ABJ53620.1,A0A0H2ZLB1,A0A0H2ZLB1_STRP2
,ABJ53762.1,A0A0H2ZLB2,A0A0H2ZLB2_STRP2
,ABJ53767.1,A0A0H2ZLB6,A0A0H2ZLB6_STRP2
,ABJ53626.1,A0A0H2ZLB7,A0A0H2ZLB7_STRP2
,ABJ53772.1,A0A0H2ZLC1,A0A0H2ZLC1_STRP2
,ABJ53632.1,A0A0H2ZLC3,A0A0H2ZLC3_STRP2
,ABJ53777.1,A0A0H2ZLC6,A0A0H2ZLC6_STRP2
,ABJ53638.1,A0A0H2ZLC9,A0A0H2ZLC9_STRP2
,ABJ53783.1,A0A0H2ZLD0,A0A0H2ZLD0_STRP2
,ABJ53645.1,A0A0H2ZLD4,A0A0H2ZLD4_STRP2
,ABJ53788.1,A0A0H2ZLD5,A0A0H2ZLD5_STRP2
,ABJ53794.1,A0A0H2ZLD8,A0A0H2ZLD8_STRP2
,ABJ53799.1,A0A0H2ZLE3,A0A0H2ZLE3_STRP2
,ABJ53658.1,A0A0H2ZLE5,A0A0H2ZLE5_STRP2
,ABJ53804.1,A0A0H2ZLE7,A0A0H2ZLE7_STRP2
,ABJ53812.1,A0A0H2ZLF1,A0A0H2ZLF1_STRP2
,ABJ53817.1,A0A0H2ZLF3,A0A0H2ZLF3_STRP2
,ABJ53823.1,A0A0H2ZLF6,A0A0H2ZLF6_STRP2
,ABJ53828.1,A0A0H2ZLG0,A0A0H2ZLG0_STRP2
,ABJ53834.1,A0A0H2ZLG3,A0A0H2ZLG3_STRP2
,ABJ53839.1,A0A0H2ZLG6,A0A0H2ZLG6_STRP2
,ABJ53844.1,A0A0H2ZLH0,A0A0H2ZLH0_STRP2
,ABJ53665.1,A0A0H2ZLH1,A0A0H2ZLH1_STRP2
,ABJ53851.1,A0A0H2ZLH4,A0A0H2ZLH4_STRP2
,ABJ53857.1,A0A0H2ZLH7,A0A0H2ZLH7_STRP2
,ABJ53676.1,A0A0H2ZLI1,A0A0H2ZLI1_STRP2
,ABJ53683.1,A0A0H2ZLI6,A0A0H2ZLI6_STRP2
,ABJ53869.1,A0A0H2ZLI7,A0A0H2ZLI7_STRP2
,ABJ53874.1,A0A0H2ZLJ0,A0A0H2ZLJ0_STRP2
,ABJ53881.1,A0A0H2ZLJ5,A0A0H2ZLJ5_STRP2
,ABJ53700.1,A0A0H2ZLJ9,A0A0H2ZLJ9_STRP2
,ABJ53707.1,A0A0H2ZLK3,A0A0H2ZLK3_STRP2
,ABJ53891.1,A0A0H2ZLK5,A0A0H2ZLK5_STRP2
,ABJ53712.1,A0A0H2ZLK6,A0A0H2ZLK6_STRP2
,ABJ53717.1,A0A0H2ZLL1,A0A0H2ZLL1_STRP2
,ABJ53902.1,A0A0H2ZLL4,A0A0H2ZLL4_STRP2
,ABJ53908.1,A0A0H2ZLL9,A0A0H2ZLL9_STRP2
,ABJ53734.1,A0A0H2ZLM0,A0A0H2ZLM0_STRP2
,ABJ53748.1,A0A0H2ZLM8,A0A0H2ZLM8_STRP2
,ABJ53925.1,A0A0H2ZLM9,A0A0H2ZLM9_STRP2
,ABJ53605.1,A0A0H2ZLN1,A0A0H2ZLN1_STRP2
,ABJ53753.1,A0A0H2ZLN3,A0A0H2ZLN3_STRP2
,ABJ53935.1,A0A0H2ZLN4,A0A0H2ZLN4_STRP2
,ABJ53612.1,A0A0H2ZLN5,A0A0H2ZLN5_STRP2
,ABJ53761.1,A0A0H2ZLN7,A0A0H2ZLN7_STRP2
,ABJ53618.1,A0A0H2ZLP0,A0A0H2ZLP0_STRP2
,ABJ53766.1,A0A0H2ZLP2,A0A0H2ZLP2_STRP2
,ABJ53623.1,A0A0H2ZLP4,A0A0H2ZLP4_STRP2
,ABJ53771.1,A0A0H2ZLP7,A0A0H2ZLP7_STRP2
,ABJ53629.1,A0A0H2ZLP9,A0A0H2ZLP9_STRP2
,ABJ53776.1,A0A0H2ZLQ0,A0A0H2ZLQ0_STRP2
,ABJ53782.1,A0A0H2ZLQ5,A0A0H2ZLQ5_STRP2
,ABJ53960.1,A0A0H2ZLQ6,A0A0H2ZLQ6_STRP2
,ABJ53966.1,A0A0H2ZLQ9,A0A0H2ZLQ9_STRP2
,ABJ53641.1,A0A0H2ZLR0,A0A0H2ZLR0_STRP2
,ABJ53787.1,A0A0H2ZLR1,A0A0H2ZLR1_STRP2
,ABJ53793.1,A0A0H2ZLR3,A0A0H2ZLR3_STRP2
,ABJ53971.1,A0A0H2ZLR5,A0A0H2ZLR5_STRP2
,ABJ53648.1,A0A0H2ZLR6,A0A0H2ZLR6_STRP2
,ABJ53798.1,A0A0H2ZLR7,A0A0H2ZLR7_STRP2
,ABJ53655.1,A0A0H2ZLS0,A0A0H2ZLS0_STRP2
,ABJ53803.1,A0A0H2ZLS2,A0A0H2ZLS2_STRP2
,ABJ53983.1,A0A0H2ZLS3,A0A0H2ZLS3_STRP2
,ABJ53663.1,A0A0H2ZLS4,A0A0H2ZLS4_STRP2
,ABJ53809.1,A0A0H2ZLS5,A0A0H2ZLS5_STRP2
,ABJ53816.1,A0A0H2ZLS9,A0A0H2ZLS9_STRP2
,ABJ53994.1,A0A0H2ZLT1,A0A0H2ZLT1_STRP2
,ABJ53999.1,A0A0H2ZLT4,A0A0H2ZLT4_STRP2
,ABJ53827.1,A0A0H2ZLT5,A0A0H2ZLT5_STRP2
,ABJ54007.1,A0A0H2ZLT7,A0A0H2ZLT7_STRP2
,ABJ53833.1,A0A0H2ZLT8,A0A0H2ZLT8_STRP2
,ABJ53838.1,A0A0H2ZLU2,A0A0H2ZLU2_STRP2
,ABJ54018.1,A0A0H2ZLU6,A0A0H2ZLU6_STRP2
,ABJ53850.1,A0A0H2ZLU8,A0A0H2ZLU8_STRP2
,ABJ53855.1,A0A0H2ZLV2,A0A0H2ZLV2_STRP2
,ABJ54034.1,A0A0H2ZLV3,A0A0H2ZLV3_STRP2
,ABJ53668.1,A0A0H2ZLV5,A0A0H2ZLV5_STRP2
,ABJ53861.1,A0A0H2ZLV6,A0A0H2ZLV6_STRP2
,ABJ53674.1,A0A0H2ZLW0,A0A0H2ZLW0_STRP2
,ABJ53867.1,A0A0H2ZLW1,A0A0H2ZLW1_STRP2
,ABJ54044.1,A0A0H2ZLW2,A0A0H2ZLW2_STRP2
,ABJ53679.1,A0A0H2ZLW5,A0A0H2ZLW5_STRP2
,ABJ53873.1,A0A0H2ZLW6,A0A0H2ZLW6_STRP2
,ABJ54052.1,A0A0H2ZLW7,A0A0H2ZLW7_STRP2
,ABJ53686.1,A0A0H2ZLW8,A0A0H2ZLW8_STRP2
,ABJ54057.1,A0A0H2ZLW9,A0A0H2ZLW9_STRP2
,ABJ53885.1,A0A0H2ZLX5,A0A0H2ZLX5_STRP2
,ABJ53697.1,A0A0H2ZLX6,A0A0H2ZLX6_STRP2
,ABJ53890.1,A0A0H2ZLX9,A0A0H2ZLX9_STRP2
,ABJ53703.1,A0A0H2ZLY0,A0A0H2ZLY0_STRP2
,ABJ53895.1,A0A0H2ZLY2,A0A0H2ZLY2_STRP2
,ABJ54082.1,A0A0H2ZLY3,A0A0H2ZLY3_STRP2
,ABJ53710.1,A0A0H2ZLY4,A0A0H2ZLY4_STRP2
,ABJ53715.1,A0A0H2ZLY9,A0A0H2ZLY9_STRP2
,ABJ53907.1,A0A0H2ZLZ0,A0A0H2ZLZ0_STRP2
,ABJ54094.1,A0A0H2ZLZ1,A0A0H2ZLZ1_STRP2
,ABJ53720.1,A0A0H2ZLZ3,A0A0H2ZLZ3_STRP2
,ABJ53913.1,A0A0H2ZLZ5,A0A0H2ZLZ5_STRP2
,ABJ54100.1,A0A0H2ZLZ6,A0A0H2ZLZ6_STRP2
,ABJ53725.1,A0A0H2ZLZ7,A0A0H2ZLZ7_STRP2
,ABJ53924.1,A0A0H2ZLZ8,A0A0H2ZLZ8_STRP2
,ABJ53732.1,A0A0H2ZM01,A0A0H2ZM01_STRP2
,ABJ53930.1,A0A0H2ZM03,A0A0H2ZM03_STRP2
,ABJ53739.1,A0A0H2ZM04,A0A0H2ZM04_STRP2
,ABJ54112.1,A0A0H2ZM05,A0A0H2ZM05_STRP2
,ABJ53942.1,A0A0H2ZM06,A0A0H2ZM06_STRP2
,ABJ53746.1,A0A0H2ZM09,A0A0H2ZM09_STRP2
,ABJ54118.1,A0A0H2ZM10,A0A0H2ZM10_STRP2
,ABJ53953.1,A0A0H2ZM16,A0A0H2ZM16_STRP2
,ABJ53757.1,A0A0H2ZM17,A0A0H2ZM17_STRP2
,ABJ53611.1,A0A0H2ZM19,A0A0H2ZM19_STRP2
,ABJ53959.1,A0A0H2ZM21,A0A0H2ZM21_STRP2
,ABJ53764.1,A0A0H2ZM22,A0A0H2ZM22_STRP2
,ABJ53616.1,A0A0H2ZM23,A0A0H2ZM23_STRP2
,ABJ54135.1,A0A0H2ZM24,A0A0H2ZM24_STRP2
,ABJ53965.1,A0A0H2ZM26,A0A0H2ZM26_STRP2
,ABJ54140.1,A0A0H2ZM28,A0A0H2ZM28_STRP2
,ABJ53970.1,A0A0H2ZM29,A0A0H2ZM29_STRP2
,ABJ53774.1,A0A0H2ZM31,A0A0H2ZM31_STRP2
,ABJ54148.1,A0A0H2ZM33,A0A0H2ZM33_STRP2
,ABJ53975.1,A0A0H2ZM34,A0A0H2ZM34_STRP2
,ABJ53780.1,A0A0H2ZM35,A0A0H2ZM35_STRP2
,ABJ53628.1,A0A0H2ZM36,A0A0H2ZM36_STRP2
,ABJ54155.1,A0A0H2ZM37,A0A0H2ZM37_STRP2
,ABJ53982.1,A0A0H2ZM38,A0A0H2ZM38_STRP2
,ABJ53785.1,A0A0H2ZM40,A0A0H2ZM40_STRP2
,ABJ53988.1,A0A0H2ZM41,A0A0H2ZM41_STRP2
,ABJ54162.1,A0A0H2ZM42,A0A0H2ZM42_STRP2
,ABJ53790.1,A0A0H2ZM43,A0A0H2ZM43_STRP2
,ABJ53635.1,A0A0H2ZM44,A0A0H2ZM44_STRP2
,ABJ53993.1,A0A0H2ZM45,A0A0H2ZM45_STRP2
,ABJ54169.1,A0A0H2ZM46,A0A0H2ZM46_STRP2
,ABJ53796.1,A0A0H2ZM48,A0A0H2ZM48_STRP2
,ABJ53998.1,A0A0H2ZM49,A0A0H2ZM49_STRP2
,ABJ53801.1,A0A0H2ZM50,A0A0H2ZM50_STRP2
,ABJ53640.1,A0A0H2ZM52,A0A0H2ZM52_STRP2
,ABJ54006.1,A0A0H2ZM54,A0A0H2ZM54_STRP2
,ABJ53807.1,A0A0H2ZM55,A0A0H2ZM55_STRP2
,ABJ54011.1,A0A0H2ZM57,A0A0H2ZM57_STRP2
,ABJ53814.1,A0A0H2ZM58,A0A0H2ZM58_STRP2
,ABJ53647.1,A0A0H2ZM59,A0A0H2ZM59_STRP2
,ABJ54190.1,A0A0H2ZM61,A0A0H2ZM61_STRP2
,ABJ53819.1,A0A0H2ZM63,A0A0H2ZM63_STRP2
,ABJ54195.1,A0A0H2ZM64,A0A0H2ZM64_STRP2
,ABJ54023.1,A0A0H2ZM65,A0A0H2ZM65_STRP2
,ABJ53831.1,A0A0H2ZM71,A0A0H2ZM71_STRP2
